query_id	jaccard	bge_m3_hybrid	bm25	e5	e5_hybrid	source	half
41573	0.8461538461538461	1.0	0.5	1.0	0.5	real_295	superior
41574	0.8461538461538461	1.0	0.333333	1.0	1.0	real_295	superior
41575	0.8947368421052632	1.0	1.0	1.0	1.0	real_295	superior
41576	0.8947368421052632	1.0	1.0	1.0	1.0	real_295	superior
41609	0.8536585365853658	1.0	1.0	1.0	1.0	real_295	superior
41627	0.8095238095238095	0.5	0.5	0.333333	0.5	real_295	superior
41628	0.8095238095238095	0.5	0.5	0.333333	0.5	real_295	superior
41632	0.7586206896551724	0.125	0.2	0.1	0.125	real_295	superior
41647	0.5555555555555556	0.5	0.5	0.5	0.5	real_295	inferior
41721	0.1428571428571428	0.416667	0.047379	1.0	0.196429	real_295	inferior
42035	0.1764705882352941	1.0	1.0	0.020408	0.142857	real_295	inferior
42249	0.1818181818181818	1.0	1.0	0.0	0.05	real_295	inferior
42356	0.3529411764705882	1.0	1.0	1.0	1.0	real_295	inferior
42413	0.3684210526315789	1.0	1.0	1.0	1.0	real_295	inferior
42418	0.5454545454545454	1.0	1.0	1.0	1.0	real_295	inferior
42671	0.0967741935483871	1.0	1.0	1.0	1.0	real_295	inferior
43314	0.7	1.0	1.0	1.0	1.0	real_295	inferior
43524	0.0967741935483871	1.0	1.0	1.0	1.0	real_295	inferior
43777	0.3333333333333333	1.0	1.0	1.0	1.0	real_295	inferior
44710	0.2608695652173913	1.0	1.0	1.0	1.0	real_295	inferior
44888	0.1578947368421052	1.0	1.0	1.0	1.0	real_295	inferior
44898	0.3684210526315789	0.5	1.0	1.0	1.0	real_295	inferior
44899	0.28	0.333333	1.0	1.0	1.0	real_295	inferior
45236	0.3684210526315789	0.5	1.0	1.0	1.0	real_295	inferior
45285	0.1666666666666666	1.0	1.0	1.0	1.0	real_295	inferior
45473	0.7903703703703704	1.0	1.0	0.833333	1.0	real_295	superior
46125	0.2666666666666666	0.5	0.5	0.5	1.0	real_295	inferior
46152	0.1724137931034483	0.242857	1.0	0.333333	0.833333	real_295	inferior
46153	0.1724137931034483	0.142857	0.5	0.333333	1.0	real_295	inferior
46211	0.0952380952380952	0.5	0.5	0.5	0.5	real_295	inferior
46466	0.5555555555555556	0.5	0.5	0.5	0.5	real_295	inferior
47089	0.12	1.0	0.5	0.5	0.5	real_295	inferior
47189	0.4375	1.0	1.0	1.0	1.0	real_295	inferior
47223	0.5833333333333334	1.0	1.0	1.0	1.0	real_295	inferior
47243	0.3636363636363636	1.0	1.0	1.0	1.0	real_295	inferior
47291	0.3636363636363636	1.0	1.0	1.0	1.0	real_295	inferior
47965	0.4375	1.0	1.0	1.0	1.0	real_295	inferior
48004	0.8095238095238095	0.5	0.5	0.333333	0.5	real_295	superior
48065	0.4444444444444444	1.0	1.0	0.5	1.0	real_295	inferior
48078	0.6363636363636364	1.0	1.0	1.0	1.0	real_295	inferior
48089	0.6366666666666666	0.642857	0.642857	0.666667	0.642857	real_295	inferior
48090	0.8518518518518519	1.0	1.0	1.0	1.0	real_295	superior
48154	0.8	1.0	1.0	1.0	1.0	real_295	superior
48269	0.35	1.0	1.0	0.333333	1.0	real_295	inferior
48550	0.34375	0.5	0.5	0.5	0.5	real_295	inferior
48551	0.34375	0.5	0.5	1.0	0.5	real_295	inferior
50871	0.3888888888888889	0.25	0.166667	1.0	0.5	real_295	inferior
13645	0.2916666666666667	0.5	0.333333	0.5	0.5	synthetic_4851	inferior
13646	0.2916666666666667	0.333333	0.333333	0.333333	1.0	synthetic_4851	inferior
13647	0.28	0.5	0.333333	1.0	0.5	synthetic_4851	inferior
13648	0.2916666666666667	0.5	0.166667	0.166667	0.166667	synthetic_4851	inferior
13649	0.2916666666666667	0.333333	0.166667	0.5	0.25	synthetic_4851	inferior
13650	0.2307692307692307	0.333333	0.2	0.2	0.2	synthetic_4851	inferior
13675	0.2916666666666667	1.0	0.333333	0.333333	0.5	synthetic_4851	inferior
13676	0.2916666666666667	1.0	0.333333	0.25	0.5	synthetic_4851	inferior
13677	0.2307692307692307	1.0	0.333333	0.5	0.5	synthetic_4851	inferior
13678	0.2916666666666667	0.5	0.25	0.333333	0.5	synthetic_4851	inferior
13679	0.2916666666666667	0.333333	0.25	0.2	0.25	synthetic_4851	inferior
13680	0.2142857142857142	1.0	0.25	0.5	1.0	synthetic_4851	inferior
13681	0.32	1.0	1.0	0.5	1.0	synthetic_4851	inferior
13682	0.32	1.0	1.0	0.2	0.5	synthetic_4851	inferior
13683	0.25	0.25	0.142857	0.5	0.2	synthetic_4851	inferior
13684	0.32	0.25	0.5	0.2	0.25	synthetic_4851	inferior
13685	0.32	0.5	0.5	0.166667	0.333333	synthetic_4851	inferior
13686	0.25	0.125	0.125	0.166667	0.125	synthetic_4851	inferior
13651	0.0909090909090909	0.833333	0.277778	0.325	0.45	synthetic_4851	inferior
13652	0.2608695652173913	0.590909	0.517241	0.571429	0.590909	synthetic_4851	inferior
13653	0.2272727272727272	1.0	0.3	0.833333	1.0	synthetic_4851	inferior
13654	0.4	0.666667	0.666667	0.45	1.0	synthetic_4851	inferior
13655	0.375	0.666667	0.611111	0.75	0.666667	synthetic_4851	inferior
13656	0.4666666666666667	0.833333	0.215909	0.333333	0.5	synthetic_4851	inferior
13657	0.4	0.75	0.236111	0.7	0.666667	synthetic_4851	inferior
13658	0.25	0.666667	0.125	0.75	0.392857	synthetic_4851	inferior
13659	0.375	0.75	0.125	0.266667	0.340909	synthetic_4851	inferior
13660	0.4666666666666667	0.611111	0.587302	0.569444	0.7	synthetic_4851	inferior
13661	0.6428571428571429	0.866667	0.587302	0.611111	0.7	synthetic_4851	inferior
13662	0.6	0.805556	0.633333	0.916667	0.916667	synthetic_4851	inferior
13687	0.4666666666666667	0.833333	0.75	0.7	0.833333	synthetic_4851	inferior
13688	0.6428571428571429	0.833333	0.75	0.7	0.833333	synthetic_4851	inferior
13689	0.6	0.833333	0.75	1.0	1.0	synthetic_4851	inferior
13690	0.4666666666666667	0.75	0.75	0.75	0.833333	synthetic_4851	inferior
13691	0.6428571428571429	0.75	0.75	0.833333	0.833333	synthetic_4851	inferior
13692	0.6	0.833333	0.75	1.0	1.0	synthetic_4851	inferior
13663	0.4117647058823529	0.611111	1.0	0.625	0.75	synthetic_4851	inferior
13664	0.5625	0.555556	1.0	0.558824	0.666667	synthetic_4851	inferior
13665	0.4117647058823529	1.0	1.0	0.583333	1.0	synthetic_4851	inferior
13666	0.4	1.0	1.0	1.0	1.0	synthetic_4851	inferior
13667	0.4666666666666667	1.0	1.0	1.0	1.0	synthetic_4851	inferior
13668	0.5714285714285714	1.0	1.0	1.0	1.0	synthetic_4851	inferior
13669	0.4545454545454545	0.571429	1.0	0.666667	1.0	synthetic_4851	inferior
13670	0.8	0.833333	1.0	0.75	1.0	synthetic_4851	superior
13671	0.5	0.547619	0.642857	0.6	0.833333	synthetic_4851	inferior
13672	0.3846153846153846	1.0	1.0	1.0	1.0	synthetic_4851	inferior
13673	0.9	0.777778	0.633333	0.6	0.698413	synthetic_4851	superior
13674	0.4545454545454545	0.916667	0.633333	0.866667	0.916667	synthetic_4851	inferior
