description	codigo_295	codigo_4851	source	topic
JANELA MAXIMO AR, ACO, BATENTE / REQUADRO DE 6 A 14 CM, PINT ANTICORROSIVA, SEM VIDRO, COM GRADE, 1 FL, 60 X 80 CM (A X L)	122420		real_295	107
JANELA VENEZIANA DE CORRER, EM ALUMINIO PERFIL 25, 100 X 120 CM (A X L), 3 FLS (2 VENEZIANAS E 1 VIDRO), SEM BANDEIRA, ACABAMENTO BRANCO OU BRILHANTE, BATENTE DE 8 A 9 CM, COM VIDRO, SEM GUARNICAO/ALIZAR [SINAPI 44054]	126776		real_295	22
JANELA VENEZIANA DE CORRER, EM ALUMINIO PERFIL 25, 100 X 150 CM (A X L), 6 FLS (4 VENEZIANAS E 2 VIDROS), SEM BANDEIRA, ACABAMENTO BRANCO OU BRILHANTE, BATENTE DE 8 A 9 CM, COM VIDRO, SEM GUARNICAO / ALIZAR [SINAPI 44399]	126777		real_295	22
JARDINEIRO	122421		real_295	0
JARDINEIRO HORISTA [SINAPI 44503]	126778		real_295	12
JOELHO 45 GRAUS, PPR, SOLDAVEL, F/ F, DN 40 MM, PARA AQUA QUENTE E FRIA PREDIAL	122510		real_295	15
JOELHO 45 GRAUS, PPR, SOLDAVEL, F/ F, DN 50 MM, PARA AQUA QUENTE E FRIA PREDIAL	122511		real_295	15
JOELHO 45 GRAUS, PPR, SOLDAVEL, F/ F, DN 63 MM, PARA AQUA QUENTE E FRIA PREDIAL	122512		real_295	15
JOELHO 45 GRAUS, PPR, SOLDAVEL, F/ F, DN 75 MM, PARA AQUA QUENTE E FRIA PREDIAL	122513		real_295	15
JOELHO 45 GRAUS, PPR, SOLDAVEL, F/ F, DN 90 MM, PARA AQUA QUENTE E FRIA PREDIAL	122514		real_295	15
JOELHO 90 GRAUS, METALICO, PARA CONEXAO COM ANEL DESLIZANTE EM TUBO PEX, DN 16 MM	122515		real_295	84
JOELHO 90 GRAUS, METALICO, PARA CONEXAO COM ANEL DESLIZANTE EM TUBO PEX, DN 20 MM	122516		real_295	84
JOELHO 90 GRAUS, METALICO, PARA CONEXAO COM ANEL DESLIZANTE EM TUBO PEX, DN 25 MM	122517		real_295	84
JOELHO 90 GRAUS, METALICO, PARA CONEXAO COM ANEL DESLIZANTE EM TUBO PEX, DN 32 MM	122518		real_295	84
JOELHO 90 GRAUS, PLASTICO, PARA CONEXAO COM CRIMPAGEM EM TUBO PEX, DN 16 MM	122519		real_295	18
JOELHO 90 GRAUS, PLASTICO, PARA CONEXAO COM CRIMPAGEM EM TUBO PEX, DN 20 MM	122520		real_295	18
JOELHO 90 GRAUS, PLASTICO, PARA CONEXAO COM CRIMPAGEM EM TUBO PEX, DN 25 MM	122521		real_295	18
JOELHO 90 GRAUS, PLASTICO, PARA CONEXAO COM CRIMPAGEM EM TUBO PEX, DN 32 MM	122522		real_295	18
"JOELHO 90 GRAUS, ROSCA FEMEA TERMINAL, METALICO, PARA CONEXAO COM ANEL DESLIZANTE EM TUBO PEX, DN 16 MM X 1/2"""	122523		real_295	84
"JOELHO 90 GRAUS, ROSCA FEMEA TERMINAL, METALICO, PARA CONEXAO COM ANEL DESLIZANTE EM TUBO PEX, DN 20 MM X 1/2"""	122524		real_295	84
"JOELHO 90 GRAUS, ROSCA FEMEA TERMINAL, METALICO, PARA CONEXAO COM ANEL DESLIZANTE EM TUBO PEX, DN 20 MM X 3/4"""	122525		real_295	84
"JOELHO 90 GRAUS, ROSCA FEMEA TERMINAL, METALICO, PARA CONEXAO COM ANEL DESLIZANTE EM TUBO PEX, DN 25 MM X 3/4"""	122526		real_295	84
"JOELHO 90 GRAUS, ROSCA FEMEA TERMINAL, PLASTICO, PARA CONEXAO COM CRIMPAGEM EM TUBO PEX, DN 16 MM X 1/2"""	122527		real_295	18
"JOELHO 90 GRAUS, ROSCA FEMEA TERMINAL, PLASTICO, PARA CONEXAO COM CRIMPAGEM EM TUBO PEX, DN 16 MM X 3/4"""	122528		real_295	18
"JOELHO 90 GRAUS, ROSCA FEMEA TERMINAL, PLASTICO, PARA CONEXAO COM CRIMPAGEM EM TUBO PEX, DN 20 MM X 1/2"""	122529		real_295	18
"JOELHO 90 GRAUS, ROSCA FEMEA TERMINAL, PLASTICO, PARA CONEXAO COM CRIMPAGEM EM TUBO PEX, DN 20 MM X 3/4"""	122530		real_295	18
"JOELHO 90 GRAUS, ROSCA FEMEA TERMINAL, PLASTICO, PARA CONEXAO COM CRIMPAGEM EM TUBO PEX, DN 25 MM X 1"""	122532		real_295	18
"JOELHO 90 GRAUS, ROSCA FEMEA TERMINAL, PLASTICO, PARA CONEXAO COM CRIMPAGEM EM TUBO PEX, DN 25 MM X 1/2"""	122531		real_295	18
"JOELHO 90 GRAUS, ROSCA FEMEA TERMINAL, PLASTICO, PARA CONEXAO COM CRIMPAGEM EM TUBO PEX, DN 25 MM X 3/4"""	122533		real_295	18
"JOELHO 90 GRAUS, ROSCA FEMEA TERMINAL, PLASTICO, PARA CONEXAO COM CRIMPAGEM EM TUBO PEX, DN 32 MM X 1"""	122534		real_295	18
"JOELHO 90 GRAUS, ROSCA MACHO TERMINAL, METALICO, PARA CONEXAO COM ANEL DESLIZANTE EM TUBO PEX, DN 16 MM X 1/2"""	122535		real_295	84
"JOELHO 90 GRAUS, ROSCA MACHO TERMINAL, METALICO, PARA CONEXAO COM ANEL DESLIZANTE EM TUBO PEX, DN 20 MM X 1/2"""	122536		real_295	84
"JOELHO 90 GRAUS, ROSCA MACHO TERMINAL, METALICO, PARA CONEXAO COM ANEL DESLIZANTE EM TUBO PEX, DN 20 MM X 3/4"""	122537		real_295	84
"JOELHO 90 GRAUS, ROSCA MACHO TERMINAL, METALICO, PARA CONEXAO COM ANEL DESLIZANTE EM TUBO PEX, DN 25 MM X 3/4"""	122538		real_295	84
"JOELHO 90 GRAUS, ROSCA MACHO TERMINAL, PLASTICO, PARA CONEXAO COM CRIMPAGEM EM TUBO PEX, DN 25 MM X 1"""	122540		real_295	18
"JOELHO 90 GRAUS, ROSCA MACHO TERMINAL, PLASTICO, PARA CONEXAO COM CRIMPAGEM EM TUBO PEX, DN 25 MM X 1/2"""	122539		real_295	18
"JOELHO 90 GRAUS, ROSCA MACHO TERMINAL, PLASTICO, PARA CONEXAO COM CRIMPAGEM EM TUBO PEX, DN 32 MM X 1"""	122541		real_295	18
JOELHO COM VISITA, PVC SERIE R, 90 GRAUS, 100 X 75 MM, PARA ESGOTO OU AGUAS PLUVIAIS PREDIAIS	122423		real_295	34
JOELHO CPVC, SOLDAVEL, 90 GRAUS, 114 MM, PARA AGUA QUENTE [SINAPI 44251]	129321		real_295	11
JOELHO DE REDUCAO, PVC SOLDAVEL, 90 GRAUS, 25 MM X 20 MM, PARA AGUA FRIA PREDIAL	122440		real_295	126
JOELHO DE REDUCAO, PVC SOLDAVEL, 90 GRAUS, 32 MM X 25 MM, PARA AGUA FRIA PREDIAL	122441		real_295	126
"JOELHO DE REDUCAO, PVC, ROSCAVEL COM BUCHA DE LATAO, 90 GRAUS, 3/4"" X 1/2"", PARA AGUA FRIA PREDIAL"	122442		real_295	64
"JOELHO DE REDUCAO, PVC, ROSCAVEL, 90 GRAUS, 1"" X 3/4"", PARA AGUA FRIA PREDIAL"	122443		real_295	64
"JOELHO DE REDUCAO, PVC, ROSCAVEL, 90 GRAUS, 3/4"" X 1/2"", PARA AGUA FRIA PREDIAL"	122444		real_295	64
JOELHO PPR 45 GRAUS, SOLDAVEL, DN 20 MM, PARA AGUA QUENTE PREDIAL	122448		real_295	15
JOELHO PPR 45 GRAUS, SOLDAVEL, DN 25 MM, PARA AGUA QUENTE PREDIAL	122449		real_295	15
JOELHO PPR, 45 GRAUS, SOLDAVEL, DN 32 MM, PARA AGUA QUENTE PREDIAL	122450		real_295	15
JOELHO PPR, 90 GRAUS, SOLDAVEL, DN 110 MM, PARA AGUA QUENTE PREDIAL	122451		real_295	15
JOELHO PPR, 90 GRAUS, SOLDAVEL, DN 20 MM, PARA AGUA QUENTE PREDIAL	122452		real_295	15
JOELHO PPR, 90 GRAUS, SOLDAVEL, DN 25 MM, PARA AGUA QUENTE PREDIAL	122453		real_295	15
JOELHO PPR, 90 GRAUS, SOLDAVEL, DN 32 MM, PARA AGUA QUENTE PREDIAL	122454		real_295	15
JOELHO PPR, 90 GRAUS, SOLDAVEL, DN 40 MM, PARA AGUA QUENTE PREDIAL	122455		real_295	15
JOELHO PPR, 90 GRAUS, SOLDAVEL, DN 50 MM, PARA AGUA QUENTE PREDIAL	122456		real_295	15
JOELHO PPR, 90 GRAUS, SOLDAVEL, DN 63 MM, PARA AGUA QUENTE PREDIAL	122457		real_295	15
JOELHO PPR, 90 GRAUS, SOLDAVEL, DN 75 MM, PARA AGUA QUENTE PREDIAL	122458		real_295	15
JOELHO PPR, 90 GRAUS, SOLDAVEL, DN 90 MM, PARA AGUA QUENTE PREDIAL	122459		real_295	15
JOELHO PVC LEVE, 45 GRAUS, DN 150 MM, PARA ESGOTO PREDIAL	122461		real_295	79
JOELHO PVC LEVE, 90 GRAUS, DN 150 MM, PARA ESGOTO PREDIAL	122462		real_295	79
"JOELHO PVC, 45 GRAUS, ROSCAVEL, 1 1/2"", AGUA FRIA PREDIAL"	122498		real_295	64
"JOELHO PVC, 45 GRAUS, ROSCAVEL, 1 1/4"", AGUA FRIA PREDIAL"	122499		real_295	64
"JOELHO PVC, 45 GRAUS, ROSCAVEL, 2"", AGUA FRIA PREDIAL"	122500		real_295	64
JOELHO PVC, 60 GRAUS, DIAMETRO ENTRE 80 E 100 MM, PARA DRENAGEM PLUVIAL PREDIAL	122501		real_295	52
JOELHO PVC, 90 GRAUS, DIAMETRO ENTRE 80 E 100 MM, PARA DRENAGEM PLUVIAL PREDIAL	122502		real_295	52
"JOELHO PVC, 90 GRAUS, ROSCAVEL, 1 1/2"", AGUA FRIA PREDIAL"	122503		real_295	64
"JOELHO PVC, 90 GRAUS, ROSCAVEL, 1 1/4"", AGUA FRIA PREDIAL"	122504		real_295	64
"JOELHO PVC, 90 GRAUS, ROSCAVEL, 2"", AGUA FRIA PREDIAL"	122505		real_295	64
"JOELHO PVC, ROSCAVEL, 45 GRAUS, 1"", PARA AGUA FRIA PREDIAL"	122469		real_295	64
"JOELHO PVC, ROSCAVEL, 45 GRAUS, 1/2"", PARA AGUA FRIA PREDIAL"	122468		real_295	64
"JOELHO PVC, ROSCAVEL, 45 GRAUS, 3/4"", PARA AGUA FRIA PREDIAL"	122470		real_295	64
"JOELHO PVC, ROSCAVEL, 90 GRAUS, 1"", PARA AGUA FRIA PREDIAL"	122472		real_295	64
"JOELHO PVC, ROSCAVEL, 90 GRAUS, 1/2"", PARA AGUA FRIA PREDIAL"	122471		real_295	64
"JOELHO PVC, ROSCAVEL, 90 GRAUS, 3/4"", PARA AGUA FRIA PREDIAL"	122473		real_295	64
"JOELHO PVC, SOLDAVEL COM ROSCA, 90 GRAUS, 20 MM X 1/2"", PARA AGUA FRIA PREDIAL"	122463		real_295	-1
"JOELHO PVC, SOLDAVEL COM ROSCA, 90 GRAUS, 25 MM X 1/2"", PARA AGUA FRIA PREDIAL"	122464		real_295	-1
"JOELHO PVC, SOLDAVEL COM ROSCA, 90 GRAUS, 25 MM X 3/4"", PARA AGUA FRIA PREDIAL"	122465		real_295	-1
"JOELHO PVC, SOLDAVEL COM ROSCA, 90 GRAUS, 32 MM X 3/4"", PARA AGUA FRIA PREDIAL"	122466		real_295	-1
JOELHO PVC, SOLDAVEL, 90 GRAUS, 110 MM, PARA AGUA FRIA PREDIAL	122490		real_295	52
JOELHO PVC, SOLDAVEL, 90 GRAUS, 20 MM, PARA AGUA FRIA PREDIAL	122491		real_295	52
JOELHO PVC, SOLDAVEL, 90 GRAUS, 25 MM, PARA AGUA FRIA PREDIAL	122492		real_295	52
JOELHO PVC, SOLDAVEL, 90 GRAUS, 32 MM, PARA AGUA FRIA PREDIAL	122493		real_295	52
JOELHO PVC, SOLDAVEL, 90 GRAUS, 40 MM, PARA AGUA FRIA PREDIAL	122494		real_295	52
JOELHO PVC, SOLDAVEL, 90 GRAUS, 50 MM, PARA AGUA FRIA PREDIAL	122495		real_295	52
JOELHO PVC, SOLDAVEL, 90 GRAUS, 60 MM, PARA AGUA FRIA PREDIAL	122496		real_295	52
JOELHO PVC, SOLDAVEL, 90 GRAUS, 85 MM, PARA AGUA FRIA PREDIAL	122497		real_295	52
JOELHO PVC, SOLDAVEL, BB, 90 GRAUS, DN 40 MM, PARA ESGOTO PREDIAL	122475		real_295	79
"JOELHO ROSCA FEMEA MOVEL, METALICO, PARA CONEXAO COM ANEL DESLIZANTE EM TUBO PEX, DN 16 MM X 1/2"""	122506		real_295	127
"JOELHO ROSCA FEMEA MOVEL, METALICO, PARA CONEXAO COM ANEL DESLIZANTE EM TUBO PEX, DN 20 MM X 1/2"""	122507		real_295	127
"JOELHO ROSCA FEMEA MOVEL, METALICO, PARA CONEXAO COM ANEL DESLIZANTE EM TUBO PEX, DN 20 MM X 3/4"""	122508		real_295	127
"JOELHO ROSCA FEMEA MOVEL, METALICO, PARA CONEXAO COM ANEL DESLIZANTE EM TUBO PEX, DN 25 MM X 3/4"""	122509		real_295	127
"JOELHO, PVC COM ROSCA E BUCHA LATAO, 90 GRAUS, 3/4"", PARA AGUA FRIA PREDIAL"	122542		real_295	64
JOELHO, PVC SERIE R, 45 GRAUS, DN 100 MM, PARA ESGOTO OU AGUAS PLUVIAIS PREDIAIS	122543		real_295	34
JOELHO, PVC SERIE R, 45 GRAUS, DN 150 MM, PARA ESGOTO OU AGUAS PLUVIAIS PREDIAIS	122544		real_295	34
JOELHO, PVC SERIE R, 45 GRAUS, DN 40 MM, PARA ESGOTO OU AGUAS PLUVIAIS PREDIAIS	122545		real_295	34
JOELHO, PVC SERIE R, 45 GRAUS, DN 50 MM, PARA ESGOTO OU AGUAS PLUVIAIS PREDIAIS	122546		real_295	34
JOELHO, PVC SERIE R, 45 GRAUS, DN 75 MM, PARA ESGOTO OU AGUAS PLUVIAIS PREDIAIS	122547		real_295	34
JOELHO, PVC SERIE R, 90 GRAUS, DN 100 MM, PARA ESGOTO OU AGUAS PLUVIAIS PREDIAIS	122548		real_295	34
JOELHO, PVC SERIE R, 90 GRAUS, DN 150 MM, PARA ESGOTO OU AGUAS PLUVIAIS PREDIAIS	122549		real_295	34
JOELHO, PVC SERIE R, 90 GRAUS, DN 40 MM, PARA ESGOTO OU AGUAS PLUVIAIS PREDIAIS	122550		real_295	34
JOELHO, PVC SERIE R, 90 GRAUS, DN 50 MM, PARA ESGOTO OU AGUAS PLUVIAIS PREDIAIS	122551		real_295	34
JOELHO, PVC SERIE R, 90 GRAUS, DN 75 MM, PARA ESGOTO OU AGUAS PLUVIAIS PREDIAIS	122552		real_295	34
JOELHO, PVC SOLDAVEL, 45 GRAUS, 110 MM, PARA AGUA FRIA PREDIAL	122553		real_295	52
JOELHO, PVC SOLDAVEL, 45 GRAUS, 20 MM, PARA AGUA FRIA PREDIAL	122554		real_295	52
JOELHO, PVC SOLDAVEL, 45 GRAUS, 25 MM, PARA AGUA FRIA PREDIAL	122555		real_295	52
JOELHO, PVC SOLDAVEL, 45 GRAUS, 32 MM, PARA AGUA FRIA PREDIAL	122556		real_295	52
JOELHO, PVC SOLDAVEL, 45 GRAUS, 40 MM, PARA AGUA FRIA PREDIAL	122557		real_295	52
JOELHO, PVC SOLDAVEL, 45 GRAUS, 50 MM, PARA AGUA FRIA PREDIAL	122558		real_295	52
JOELHO, PVC SOLDAVEL, 45 GRAUS, 60 MM, PARA AGUA FRIA PREDIAL	122559		real_295	52
JOELHO, PVC SOLDAVEL, 45 GRAUS, 75 MM, PARA AGUA FRIA PREDIAL	122560		real_295	52
JOELHO, PVC SOLDAVEL, 45 GRAUS, 85 MM, PARA AGUA FRIA PREDIAL	122561		real_295	52
JOELHO, PVC SOLDAVEL, 90 GRAUS, 75 MM, PARA AGUA FRIA PREDIAL	122562		real_295	52
"JOELHO, ROSCA FEMEA, COM BASE FIXA, METALICO, PARA CONEXAO COM ANEL DESLIZANTE EM TUBO PEX, DN 16 MM X 1/2"""	122563		real_295	127
"JOELHO, ROSCA FEMEA, COM BASE FIXA, METALICO, PARA CONEXAO COM ANEL DESLIZANTE EM TUBO PEX, DN 20 MM X 1/2"""	122564		real_295	127
"JOELHO, ROSCA FEMEA, COM BASE FIXA, METALICO, PARA CONEXAO COM ANEL DESLIZANTE EM TUBO PEX, DN 25 MM X 3/4"""	122565		real_295	127
"JOELHO, ROSCA FEMEA, COM BASE FIXA, PLASTICO, PARA CONEXAO COM CRIMPAGEM EM TUBO PEX, DN 25 MM X 1/2"""	122566		real_295	18
"JOELHO, ROSCA FEMEA, COM BASE FIXA, PLASTICO, PARA CONEXAO POR CRIMPAGEM EM TUBO PEX, DN 16 MM X 3/4"""	122567		real_295	18
"JOELHO, ROSCA FEMEA, COM BASE FIXA, PLASTICO, PARA CONEXAO POR CRIMPAGEM EM TUBO PEX, DN 20 MM X 3/4"""	122568		real_295	18
JUNCAO DE REDUCAO SIMPLES, COM BOLSA PARA ANEL, PVC LEVE, 150 X 100 MM, PARA ESGOTO PREDIAL	122574		real_295	36
JUNCAO DUPLA, PVC SERIE R, DN 100 X 100 X 100 MM, PARA ESGOTO OU AGUAS PLUVIAIS PREDIAIS	122575		real_295	36
JUNCAO DUPLA, PVC SOLDAVEL, DN 100 X 100 X 100 MM , SERIE NORMAL PARA ESGOTO PREDIAL	122576		real_295	36
JUNCAO DUPLA, PVC SOLDAVEL, DN 75 X 75 X 75 MM , SERIE NORMAL PARA ESGOTO PREDIAL	122577		real_295	36
"JUNCAO PVC ROSCAVEL, 45 GRAUS, 1/2"", PARA AGUA FRIA PREDIAL"	122579		real_295	64
"JUNCAO PVC ROSCAVEL, 45 GRAUS, 3/4"", PARA AGUA FRIA PREDIAL"	122580		real_295	64
"JUNCAO PVC, 45 GRAUS, ROSCAVEL, 1 1/4"", AGUA FRIA PREDIAL"	122581		real_295	64
JUNCAO PVC, 60 GRAUS, CIRCULAR, DIAMETRO ENTRE 80 E 100 MM, PARA DRENAGEM PLUVIAL PREDIAL	122582		real_295	52
JUNCAO SIMPLES, PVC LEVE, 150 MM, PARA ESGOTO PREDIAL	122583		real_295	36
JUNCAO SIMPLES, PVC SERIE R, DN 100 X 100 MM, PARA ESGOTO OU AGUAS PLUVIAIS PREDIAIS	122584		real_295	36
JUNCAO SIMPLES, PVC SERIE R, DN 100 X 75 MM, PARA ESGOTO OU AGUAS PLUVIAIS PREDIAIS	122585		real_295	36
JUNCAO SIMPLES, PVC SERIE R, DN 150 X 100 MM, PARA ESGOTO OU AGUAS PLUVIAIS PREDIAIS	122586		real_295	36
JUNCAO SIMPLES, PVC SERIE R, DN 150 X 150 MM, PARA ESGOTO OU AGUAS PLUVIAIS PREDIAIS	122587		real_295	36
JUNCAO SIMPLES, PVC SERIE R, DN 40 X 40 MM, PARA ESGOTO OU AGUAS PLUVIAIS PREDIAIS	122588		real_295	36
JUNCAO SIMPLES, PVC SERIE R, DN 50 X 50 MM, PARA ESGOTO OU AGUAS PLUVIAIS PREDIAIS	122589		real_295	36
JUNCAO SIMPLES, PVC SERIE R, DN 75 X 75 MM, PARA ESGOTO OU AGUAS PLUVIAIS PREDIAIS	122590		real_295	36
JUNCAO SIMPLES, PVC, DN 100 X 50 MM, SERIE NORMAL PARA ESGOTO PREDIAL	122591		real_295	36
JUNCAO SIMPLES, PVC, DN 100 X 75 MM, SERIE NORMAL PARA ESGOTO PREDIAL	122592		real_295	36
JUNCAO SIMPLES, PVC, DN 50 X 50 MM, SERIE NORMAL PARA ESGOTO PREDIAL	122593		real_295	36
JUNCAO SIMPLES, PVC, DN 75 X 50 MM, SERIE NORMAL PARA ESGOTO PREDIAL	122594		real_295	36
JUNCAO SIMPLES, PVC, DN 75 X 75 MM, SERIE NORMAL PARA ESGOTO PREDIAL	122595		real_295	36
JUNCAO, PVC, 45 GRAUS, JE, BBB, DN 100 MM, PARA REDE COLETORA DE ESGOTO (NBR 10569)	122599		real_295	5
JUNCAO, PVC, 45 GRAUS, JE, BBB, DN 150 MM, PARA REDE COLETORA DE ESGOTO (NBR 10569)	122600		real_295	5
JUNCAO, PVC, 45 GRAUS, JE, BBB, DN 150 MM, PARA TUBO CORRUGADO E/OU LISO, REDE COLETORA DE ESGOTO (NBR 10569)	122601		real_295	5
JUNCAO, PVC, 45 GRAUS, JE, BBB, DN 200 MM, PARA TUBO CORRUGADO E/OU LISO, REDE COLETORA DE ESGOTO (NBR 10569)	122602		real_295	5
JUNCAO, PVC, 45 GRAUS, JE, BBB, DN 250 MM, PARA TUBO CORRUGADO E/OU LISO, REDE COLETORA DE ESGOTO (NBR 10569)	122603		real_295	5
JUNTA DE EXPANSAO BRONZE/LATAO (REF 900), PONTA X PONTA, 35 MM	122604		real_295	89
JUNTA DE EXPANSAO BRONZE/LATAO (REF 900), PONTA X PONTA, 42 MM	122605		real_295	89
JUNTA DE EXPANSAO BRONZE/LATAO (REF 900), PONTA X PONTA, 54 MM	122606		real_295	89
JUNTA DE EXPANSAO BRONZE/LATAO (REF 900), PONTA X PONTA, 66 MM	122607		real_295	89
JUNTA DE EXPANSAO DE COBRE (REF 900), PONTA X PONTA, 15 MM	122608		real_295	89
JUNTA DE EXPANSAO DE COBRE (REF 900), PONTA X PONTA, 22 MM	122609		real_295	89
JUNTA DE EXPANSAO DE COBRE (REF 900), PONTA X PONTA, 28 MM	122610		real_295	89
KIT CHASSI COZINHA, CUBA SIMPLES SEM MAQUINA LAVAR LOUCA PARA INSTALACAO PEX, QUADRO METALICO COM TRAVESSA COM FURO PARA ESGOTO DN 50 MM E FUROS SUPERIORES PARA AGUA, LARGURA *340* MM X ALTURA *650* MM, PARA CONEXAO COM ANEL DESLIZANTE (INCLUI TUBOS E CONEXOES PEX E TUBO E CONEXAO ESGOTO, NAO INCLUI CARENAGEM)	122620		real_295	8
KIT CHASSI COZINHA, CUBA SIMPLES SEM MAQUINA LAVAR LOUCA PARA INSTALACAO PEX, QUADRO METALICO COM TRAVESSA COM FURO PARA ESGOTO DN 50 MM E FUROS SUPERIORES PARA AGUA, LARGURA *340* MM X ALTURA *650* MM, PARA CONEXAO COM CRIMPAGEM (INCLUI TUBOS E CONEXOESPEX E TUBO E CONEXAO ESGOTO, NAO INCLUI CARENAGEM)	122621		real_295	8
KIT CHASSI TANQUE COM MAQUINA LAVAR ROUPA PARA INSTALACAO PEX, QUADRO METALICO COM TRAVESSA COM FURO PARA ESGOTO DN 50 MM, FURO LATERAL PARA MAQUINA E FUROS SUPERIORES PARA AGUA, LARGURA *344* MM X ALTURA *442* MM, PARA CONEXAO COM ANEL DESLIZANTE (INCLUI TUBOS E CONEXOES PEX E TUBO E CONEXAO ESGOTO, NAO INCLUI CARENAGEM)	122623		real_295	8
KIT CHASSI TANQUE COM MAQUINA LAVAR ROUPA PARA INSTALACAO PEX, QUADRO METALICO COM TRAVESSA COM FURO PARA ESGOTO DN 50 MM, FURO LATERAL PARA MAQUINA E FUROS SUPERIORES PARA AGUA, LARGURA *344* MM X ALTURA *442* MM, PARA CONEXAO COM CRIMPAGEM (INCLUI TUBOS E CONEXOES PEX E TUBO E CONEXAO ESGOTO, NAO INCLUI CARENAGEM)	122622		real_295	8
"KIT CHUVEIRO PARA INSTALACAO PEX, QUADRO METALICO COM 2 TRAVESSAS, SUPERIOR COM ESPERA PARA CHUVEIRO E INFERIOR COM 2 REGISTROS DE PRESSAO DE 1/2 "", LARGURA DE *390* MM X ALTURA DE *900* MM, PARA CONEXAO COM ANEL DESLIZANTE (INCLUI REGISTROS PRESSAO E TUBOS PEX COM CONEXOES, SEM REGISTRO GAVETA, NAO INCLUI CARENAGEM)"	122624		real_295	8
"KIT CHUVEIRO PARA INSTALACAO PEX, QUADRO METALICO COM 2 TRAVESSAS, SUPERIOR COM ESPERA PARA CHUVEIRO E INFERIOR COM 2 REGISTROS DE PRESSAO DE 1/2 "", LARGURA DE *390* MM X ALTURA DE *900* MM, PARA CONEXAO COM CRIMPAGEM (INCLUI REGISTROS PRESSAO E TUBOS PEX COM CONEXOES, SEM REGISTRO GAVETA, NAO INCLUI CARENAGEM)"	122625		real_295	8
KIT PORTA PRONTA DE MADEIRA, FOLHA LEVE (NBR 15930) DE 70 X 210 CM, E = *35* MM, COM MARCO EM ACO, NUCLEO COLMEIA, CAPA LISA EM HDF, ACABAMENTO MELAMINICO BRANCO (INCLUI MARCO, ALIZARES, DOBRADICAS E FECHADURA) [SINAPI 39483]	127765		real_295	61
KIT PORTA PRONTA DE MADEIRA, FOLHA LEVE (NBR 15930) DE 70 X 210 CM, E = 35 MM, NUCLEO COLMEIA, ESTRUTURA USINADA PARA FECHADURA, CAPA LISA EM HDF, ACABAMENTO EM PRIMER PARA PINTURA (INCLUI MARCO, ALIZARES E DOBRADICAS) [SINAPI 39487]	127766		real_295	61
KIT PORTA PRONTA DE MADEIRA, FOLHA MEDIA (NBR 15930) DE 70 X 210 CM, E = 35 MM, NUCLEO SARRAFEADO, ESTRUTURA USINADA PARA FECHADURA, CAPA LISA EM HDF, ACABAMENTO MELAMINICO BRANCO (INCLUI MARCO, ALIZARES E DOBRADICAS) [SINAPI 39491]	127767		real_295	41
KIT PORTA PRONTA DE MADEIRA, FOLHA PESADA (NBR 15930) DE 800 X 2100 MM, DE 40 MM A 45 MM DE ESPESSURA , NUCLEO SOLIDO, ESTRUTURA USINADA PARA FECHADURA, CAPA LISA EM HDF, ACABAMENTO EM LAMINADO NATURAL COM VERNIZ (INCLUI MARCO, ALIZARES E DOBRADICAS)	122643		real_295	61
KIT PORTA PRONTA DE MADEIRA, FOLHA PESADA (NBR 15930) DE 900 X 2100 MM, DE 40 MM A 45 MM DE ESPESSURA , NUCLEO SOLIDO, ESTRUTURA USINADA PARA FECHADURA, CAPA LISA EM HDF, ACABAMENTO EM LAMINADO NATURAL COM VERNIZ (INCLUI MARCO, ALIZARES E DOBRADICAS)	122646		real_295	61
LADRILHO HIDRAULICO, *20 X 20* CM, E= 2 CM, DADOS, COR NATURAL	122649		real_295	2
LADRILHO HIDRAULICO, *20 X 20* CM, E= 2 CM, RAMPA, NATURAL	122650		real_295	2
LADRILHO HIDRAULICO, *20 X 20* CM, E= 2 CM, TATIL ALERTA OU DIRECIONAL, AMARELO	122651		real_295	2
LADRILHO HIDRAULICO, *30 X 30* CM, E= 2 CM, MILANO, NATURAL	122652		real_295	2
LAJE PRE-MOLDADA CONVENCIONAL (LAJOTAS + VIGOTAS) PARA FORRO, UNIDIRECIONAL, SOBRECARGA 100 KG/M2, VAO ATE 5,00 M (SEM COLOCACAO)	122655		real_295	98
LAJE PRE-MOLDADA CONVENCIONAL (LAJOTAS + VIGOTAS) PARA FORRO, UNIDIRECIONAL, SOBRECARGA DE 100 KG/M2, VAO ATE 4,00 M (SEM COLOCACAO)	122653		real_295	98
LAJE PRE-MOLDADA CONVENCIONAL (LAJOTAS + VIGOTAS) PARA FORRO, UNIDIRECIONAL, SOBRECARGA DE 100 KG/M2, VAO ATE 4,50 M (SEM COLOCACAO)	122654		real_295	98
LAJE PRE-MOLDADA CONVENCIONAL (LAJOTAS + VIGOTAS) PARA PISO, UNIDIRECIONAL, SOBRECARGA 350 KG/M2 VAO ATE 3,50 M (SEM COLOCACAO)	122661		real_295	98
LAJE PRE-MOLDADA CONVENCIONAL (LAJOTAS + VIGOTAS) PARA PISO, UNIDIRECIONAL, SOBRECARGA DE 200 KG/M2, VAO ATE 3,50 M (SEM COLOCACAO)	122656		real_295	98
