codigo	descricao
122773	LUMINARIA DE SOBREPOR EM CHAPA DE ACO PARA 2 LAMPADAS FLUORESCENTES DE *36* W, ALETADA, COMPLETA (LAMPADAS E REATOR INCLUSOS)
122774	LUMINARIA DE SOBREPOR EM CHAPA DE ACO PARA 2 LAMPADAS FLUORESCENTES DE *36* W, PERFIL COMERCIAL (NAO INCLUI REATOR E LAMPADAS)
122775	LUMINARIA DE TETO PLAFON/PLAFONIER EM PLASTICO COM BASE E27, POTENCIA MAXIMA 60 W (NAO INCLUI LAMPADA)
122776	LUMINARIA DUPLA P/SINALIZACAO, TIPO WETZEL AS-2/110 OU EQUIV
122777	LUMINARIA HERMETICA IP-65 PARA 2 DUAS LAMPADAS DE 14/16/18/20 W (NAO INCLUI REATOR E LAMPADAS)
122778	LUMINARIA HERMETICA IP-65 PARA 2 DUAS LAMPADAS DE 28/32/36/40 W (NAO INCLUI REATOR E LAMPADAS)
122779	LUMINARIA LED PLAFON REDONDO DE SOBREPOR BIVOLT 12/13 W, D = *17* CM
122780	LUMINARIA LED REFLETOR RETANGULAR BIVOLT, LUZ BRANCA, 10 W
122781	LUMINARIA LED REFLETOR RETANGULAR BIVOLT, LUZ BRANCA, 30 W
122782	LUMINARIA LED REFLETOR RETANGULAR BIVOLT, LUZ BRANCA, 50 W
122783	LUMINARIA PLAFON REDONDO COM VIDRO FOSCO DIAMETRO *25* CM, PARA 1 LAMPADA, BASE E27, POTENCIA MAXIMA 40/60 W (NAO INCLUI LAMPADA)
122784	LUMINARIA PLAFON REDONDO COM VIDRO FOSCO DIAMETRO *30* CM, PARA 2 LAMPADAS, BASE E27, POTENCIA MAXIMA 40/60 W (NAO INCLUI LAMPADAS)
122785	LUMINARIA PROVA DE TEMPO PETERCO Y.31/1
122786	LUMINARIA SOLAR LED EXTERNA, TIPO ARANDELA DE PAREDE, EM ALUMINIO, 16 LEDS, LUZ BRANCA, *180* LUMENS, CAPACIDADE DE ILUMINACAO ATE 36 H, RETANGULAR, *13 X 9 X 7* (C X L X A), COM SENSOR DE MOVIMENTO / PRESENCA, BATERIA RECARREGAVEL COM LUZ SOLAR, RESISTENTE AO CALOR, A PROVA DE AGUA E POEIRA/ IMPERMEAVEL, IP65
122787	LUMINARIA SPOT DE SOBREPOR EM ALUMINIO COM ALETA PLASTICA PARA 1 LAMPADA, BASE E27, POTENCIA MAXIMA 40/60 W (NAO INCLUI LAMPADA)
122788	LUMINARIA SPOT DE SOBREPOR EM ALUMINIO COM ALETA PLASTICA PARA 2 LAMPADAS, BASE E27, POTENCIA MAXIMA 40/60 W (NAO INCLUI LAMPADA)
122789	LUMINARIA TIPO TARTARUGA A PROVA DE TEMPO, GASES, VAPOR E PO, EM ALUMINIO, COM GRADE, BASE E27, POTENCIA MAXIMA 100 W - REF Y 25/1 (NAO INCLUI LAMPADA)
122790	LUMINARIA TIPO TARTARUGA PARA AREA EXTERNA EM ALUMINIO, COM GRADE, PARA 1 LAMPADA, BASE E27, POTENCIA MAXIMA 40/60 W (NAO INCLUI LAMPADA)
122791	LUVA CPVC, SOLDAVEL, 15 MM, PARA AGUA QUENTE PREDIAL
122792	LUVA CPVC, SOLDAVEL, 22 MM, PARA AGUA QUENTE PREDIAL
122793	LUVA CPVC, SOLDAVEL, 28 MM, PARA AGUA QUENTE PREDIAL
122794	LUVA CPVC, SOLDAVEL, 35 MM, PARA AGUA QUENTE PREDIAL
122795	LUVA CPVC, SOLDAVEL, 42 MM, PARA AGUA QUENTE PREDIAL
122796	LUVA CPVC, SOLDAVEL, 54 MM, PARA AGUA QUENTE PREDIAL
122797	LUVA CPVC, SOLDAVEL, 73 MM, PARA AGUA QUENTE PREDIAL
122798	LUVA CPVC, SOLDAVEL, 89 MM, PARA AGUA QUENTE PREDIAL
122799	LUVA DE BORRACHA ISOLANTE PARA ALTA TENSAO, RESISTENTE A OZONIO, TENSAO DE ENSAIO 2,5 KV (PAR)
122800	LUVA DE COBRE (REF 600) SEM ANEL DE SOLDA, BOLSA X BOLSA, 104 MM
122801	LUVA DE COBRE (REF 600) SEM ANEL DE SOLDA, BOLSA X BOLSA, 15 MM
122802	LUVA DE COBRE (REF 600) SEM ANEL DE SOLDA, BOLSA X BOLSA, 22 MM
122803	LUVA DE COBRE (REF 600) SEM ANEL DE SOLDA, BOLSA X BOLSA, 28 MM
122804	LUVA DE COBRE (REF 600) SEM ANEL DE SOLDA, BOLSA X BOLSA, 35 MM
122805	LUVA DE COBRE (REF 600) SEM ANEL DE SOLDA, BOLSA X BOLSA, 42 MM
122806	LUVA DE COBRE (REF 600) SEM ANEL DE SOLDA, BOLSA X BOLSA, 54 MM
122807	LUVA DE COBRE (REF 600) SEM ANEL DE SOLDA, BOLSA X BOLSA, 66 MM
122808	LUVA DE COBRE (REF 600) SEM ANEL DE SOLDA, BOLSA X BOLSA, 79 MM
122809	LUVA DE CORRER DEFOFO, PVC, JE, DN 100 MM
122810	LUVA DE CORRER DEFOFO, PVC, JE, DN 150 MM
122811	LUVA DE CORRER DEFOFO, PVC, JE, DN 200 MM
122812	LUVA DE CORRER DEFOFO, PVC, JE, DN 250 MM
122813	LUVA DE CORRER DEFOFO, PVC, JE, DN 300 MM
122814	"LUVA DE CORRER PARA TUBO ROSCAVEL, PVC, 1 1/2"", PARA AGUA FRIA PREDIAL"
122815	"LUVA DE CORRER PARA TUBO ROSCAVEL, PVC, 1/2"", PARA AGUA FRIA PREDIAL"
122816	"LUVA DE CORRER PARA TUBO ROSCAVEL, PVC, 3/4"", PARA AGUA FRIA PREDIAL"
122817	LUVA DE CORRER PARA TUBO SOLDAVEL, PVC, 20 MM, PARA AGUA FRIA PREDIAL
122818	LUVA DE CORRER PARA TUBO SOLDAVEL, PVC, 25 MM, PARA AGUA FRIA PREDIAL
122819	LUVA DE CORRER PARA TUBO SOLDAVEL, PVC, 32 MM, PARA AGUA FRIA PREDIAL
122820	LUVA DE CORRER PARA TUBO SOLDAVEL, PVC, 50 MM, PARA AGUA FRIA PREDIAL
122821	LUVA DE CORRER PARA TUBO SOLDAVEL, PVC, 60 MM, PARA AGUA FRIA PREDIAL
122822	LUVA DE CORRER PVC, JE, DN 100 MM, PARA REDE COLETORA DE ESGOTO (NBR 10569)
122823	LUVA DE CORRER PVC, JE, DN 150 MM, PARA REDE COLETORA DE ESGOTO (NBR 10569)
122824	LUVA DE CORRER PVC, JE, DN 200 MM, PARA REDE COLETORA DE ESGOTO (NBR 10569)
122825	LUVA DE CORRER PVC, JE, DN 250 MM, PARA REDE COLETORA DE ESGOTO (NBR 10569)
122826	LUVA DE CORRER PVC, JE, DN 300 MM, PARA REDE COLETORA DE ESGOTO (NBR 10569)
122827	LUVA DE CORRER, CPVC, SOLDAVEL, 15 MM, PARA AGUA QUENTE PREDIAL
122828	LUVA DE CORRER, CPVC, SOLDAVEL, 22 MM, PARA AGUA QUENTE PREDIAL
122829	LUVA DE CORRER, CPVC, SOLDAVEL, 28 MM, PARA AGUA QUENTE PREDIAL
122830	LUVA DE CORRER, CPVC, SOLDAVEL, 35 MM, PARA AGUA QUENTE PREDIAL
122831	LUVA DE CORRER, CPVC, SOLDAVEL, 42 MM, PARA AGUA QUENTE PREDIAL
122832	LUVA DE CORRER, PVC PBA, JE, DN 100 / DE 110 MM, PARA REDE AGUA (NBR 10351)
122833	LUVA DE CORRER, PVC PBA, JE, DN 50 / DE 60 MM, PARA REDE AGUA (NBR 10351)
122834	LUVA DE CORRER, PVC PBA, JE, DN 75 / DE 85 MM, PARA REDE AGUA (NBR 10351)
122835	LUVA DE CORRER, PVC SERIE R, 100 MM, PARA ESGOTO OU AGUAS PLUVIAIS PREDIAIS
122836	LUVA DE CORRER, PVC SERIE R, 150 MM, PARA ESGOTO OU AGUAS PLUVIAIS PREDIAIS
122837	LUVA DE CORRER, PVC SERIE R, 75 MM, PARA ESGOTO OU AGUAS PLUVIAIS PREDIAIS
122838	LUVA DE CORRER, PVC, DN 100 MM, PARA ESGOTO PREDIAL
122839	LUVA DE CORRER, PVC, DN 50 MM, PARA ESGOTO PREDIAL
122840	LUVA DE CORRER, PVC, DN 75 MM, PARA ESGOTO PREDIAL
122841	"LUVA DE FERRO GALVANIZADO, COM ROSCA BSP MACHO/FEMEA, DE 3/4"""
122842	"LUVA DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/2"""
122843	"LUVA DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/4"""
122844	"LUVA DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1/2"""
122845	"LUVA DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1"""
122846	"LUVA DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2 1/2"""
122847	"LUVA DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2"""
122848	"LUVA DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3/4"""
122849	"LUVA DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3"""
122850	"LUVA DE FERRO GALVANIZADO, COM ROSCA BSP, DE 4"""
122851	"LUVA DE FERRO GALVANIZADO, COM ROSCA BSP, DE 5"""
122852	"LUVA DE FERRO GALVANIZADO, COM ROSCA BSP, DE 6"""
122853	LUVA DE PRESSAO, EM PVC, DE 20 MM, PARA ELETRODUTO FLEXIVEL
122854	LUVA DE PRESSAO, EM PVC, DE 25 MM, PARA ELETRODUTO FLEXIVEL
122855	LUVA DE PRESSAO, EM PVC, DE 32 MM, PARA ELETRODUTO FLEXIVEL
122856	"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP MACHO/FEMEA, DE 1 1/2"" X 1"""
122857	"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP MACHO/FEMEA, DE 1"" X 1/2"""
122858	"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP MACHO/FEMEA, DE 1"" X 3/4"""
122859	"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP MACHO/FEMEA, DE 3/4"" X 1/2"""
122860	"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/2"" X 1 1/4"""
122861	"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/2"" X 1/2"""
122862	"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/2"" X 1"""
122863	"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/2"" X 3/4"""
122864	"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/4"" X 1/2"""
122865	"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/4"" X 1"""
122866	"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1 1/4"" X 3/4"""
122867	"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1"" X 1/2"""
122868	"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 1"" X 3/4"""
122869	"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2 1/2"" X 1 1/2"""
122870	"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2 1/2"" X 2"""
122871	"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2"" X 1 1/2"""
122872	"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2"" X 1 1/4"""
122873	"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 2"" X 1"""
122874	"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3/4"" X 1/2"""
122875	"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3"" X 1 1/2"""
122876	"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3"" X 2 1/2"""
122877	"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 3"" X 2"""
122878	"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 4"" X 2 1/2"""
122879	"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 4"" X 2"""
122880	"LUVA DE REDUCAO DE FERRO GALVANIZADO, COM ROSCA BSP, DE 4"" X 3"""
122881	"LUVA DE REDUCAO EM ACO CARBONO, COM ENCAIXE PARA SOLDA DN SW, PRESSAO 3.000 LBS, 3/4 "" X 1/2"""
122882	"LUVA DE REDUCAO EM ACO CARBONO, COM ENCAIXE PARA SOLDA DN SW, PRESSAO 3.000 LBS, DN 1 1/2"" X 1 1/4"""
122883	"LUVA DE REDUCAO EM ACO CARBONO, COM ENCAIXE PARA SOLDA DN SW, PRESSAO 3.000 LBS, DN 1 1/4"" X 1"""
122884	"LUVA DE REDUCAO EM ACO CARBONO, COM ENCAIXE PARA SOLDA DN SW, PRESSAO 3.000 LBS, DN 1"" X 3/4"""
122885	"LUVA DE REDUCAO EM ACO CARBONO, COM ENCAIXE PARA SOLDA DN SW, PRESSAO 3.000 LBS, DN 2 1/2"" X 2"""
122886	"LUVA DE REDUCAO EM ACO CARBONO, COM ENCAIXE PARA SOLDA DN SW, PRESSAO 3.000 LBS, DN 2"" X 1 1/2"""
122887	"LUVA DE REDUCAO EM ACO CARBONO, COM ENCAIXE PARA SOLDA DN SW, PRESSAO 3.000 LBS, DN 3"" X 2 1/2"""
122888	LUVA DE REDUCAO PARA TUBO PEX, METALICA, PARA CONEXAO COM ANEL DESLIZANTE, DN 20 X 16 MM
122889	LUVA DE REDUCAO PARA TUBO PEX, METALICA, PARA CONEXAO COM ANEL DESLIZANTE, DN 25 X 16 MM
122890	LUVA DE REDUCAO PARA TUBO PEX, METALICA, PARA CONEXAO COM ANEL DESLIZANTE, DN 25 X 20 MM
122891	LUVA DE REDUCAO PARA TUBO PEX, METALICA, PARA CONEXAO COM ANEL DESLIZANTE, DN 32 X 25 MM
122892	LUVA DE REDUCAO PARA TUBO PEX, PLASTICA, PARA CONEXAO COM CRIMPAGEM, DN 20 X 16 MM
122893	LUVA DE REDUCAO PARA TUBO PEX, PLASTICA, PARA CONEXAO COM CRIMPAGEM, DN 25 X 16 MM
122894	LUVA DE REDUCAO PARA TUBO PEX, PLASTICA, PARA CONEXAO COM CRIMPAGEM, DN 32 X 20 MM
122895	LUVA DE REDUCAO PARA TUBO PEX, PLASTICA, PARA CONEXAO COM CRIMPAGEM, DN 32 X 25 MM
122896	"LUVA DE REDUCAO ROSCAVEL, PVC, 1"" X 3/4"", PARA AGUA FRIA PREDIAL"
122897	"LUVA DE REDUCAO ROSCAVEL, PVC, 3/4"" X 1/2"", PARA AGUA FRIA PREDIAL"
122898	LUVA DE REDUCAO SOLDAVEL, PVC, 25 MM X 20 MM, PARA AGUA FRIA PREDIAL
122899	LUVA DE REDUCAO SOLDAVEL, PVC, 32 MM X 25 MM, PARA AGUA FRIA PREDIAL
122900	LUVA DE REDUCAO SOLDAVEL, PVC, 40 MM X 32 MM, PARA AGUA FRIA PREDIAL
122901	LUVA DE REDUCAO SOLDAVEL, PVC, 60 MM X 50 MM, PARA AGUA FRIA PREDIAL
122902	LUVA DE REDUCAO, PVC, SOLDAVEL, 50 X 25 MM, PARA AGUA FRIA PREDIAL
122903	LUVA DE TRANSICAO DE CPVC X PVC, SOLDAVEL, 22 X 25 MM, PARA AGUA QUENTE
122904	"LUVA DE TRANSICAO, CPVC, SOLDAVEL, 42 MM X 1 1/2"", PARA AGUA QUENTE"
122905	"LUVA DE TRANSICAO, CPVC, SOLDAVEL, 54 MM X 2"", PARA AGUA QUENTE PREDIAL"
122906	"LUVA DE TRANSICAO, CPVC, 15 MM X 1/2"", PARA AGUA QUENTE PREDIAL"
122907	"LUVA DE TRANSICAO, CPVC, 22 MM X 1/2"", PARA AGUA QUENTE"
122908	LUVA DUPLA, PVC LEVE, DN 150 MM
122909	"LUVA EM ACO CARBONO, SOLDAVEL, PRESSAO 3.000 LBS, DN 1 1/2"""
122910	"LUVA EM ACO CARBONO, SOLDAVEL, PRESSAO 3.000 LBS, DN 1 1/4"""
122911	"LUVA EM ACO CARBONO, SOLDAVEL, PRESSAO 3.000 LBS, DN 1/2"""
122912	"LUVA EM ACO CARBONO, SOLDAVEL, PRESSAO 3.000 LBS, DN 1"""
122913	"LUVA EM ACO CARBONO, SOLDAVEL, PRESSAO 3.000 LBS, DN 2 1/2"""
122914	"LUVA EM ACO CARBONO, SOLDAVEL, PRESSAO 3.000 LBS, DN 2"""
122915	"LUVA EM ACO CARBONO, SOLDAVEL, PRESSAO 3.000 LBS, DN 3/4"""
122916	"LUVA EM ACO CARBONO, SOLDAVEL, PRESSAO 3.000 LBS, DN 3"""
122917	"LUVA EM PVC RIGIDO ROSCAVEL, DE 1 1/2"", PARA ELETRODUTO"
122918	"LUVA EM PVC RIGIDO ROSCAVEL, DE 1 1/4"", PARA ELETRODUTO"
122919	"LUVA EM PVC RIGIDO ROSCAVEL, DE 1/2"", PARA ELETRODUTO"
122920	"LUVA EM PVC RIGIDO ROSCAVEL, DE 1"", PARA ELETRODUTO"
122921	"LUVA EM PVC RIGIDO ROSCAVEL, DE 2 1/2"", PARA ELETRODUTO"
122922	"LUVA EM PVC RIGIDO ROSCAVEL, DE 2"", PARA ELETRODUTO"
122923	"LUVA EM PVC RIGIDO ROSCAVEL, DE 3/4"", PARA ELETRODUTO"
122924	"LUVA EM PVC RIGIDO ROSCAVEL, DE 3"", PARA ELETRODUTO"
122925	"LUVA EM PVC RIGIDO ROSCAVEL, DE 4"", PARA ELETRODUTO"
122926	"LUVA PARA ELETRODUTO, EM ACO GALVANIZADO ELETROLITICO, DIAMETRO DE 100 MM (4"")"
122927	"LUVA PARA ELETRODUTO, EM ACO GALVANIZADO ELETROLITICO, DIAMETRO DE 15 MM (1/2"")"
122928	"LUVA PARA ELETRODUTO, EM ACO GALVANIZADO ELETROLITICO, DIAMETRO DE 20 MM (3/4"")"
122929	"LUVA PARA ELETRODUTO, EM ACO GALVANIZADO ELETROLITICO, DIAMETRO DE 25 MM (1"")"
122930	"LUVA PARA ELETRODUTO, EM ACO GALVANIZADO ELETROLITICO, DIAMETRO DE 32 MM (1 1/4"")"
122931	"LUVA PARA ELETRODUTO, EM ACO GALVANIZADO ELETROLITICO, DIAMETRO DE 40 MM (1 1/2"")"
122932	"LUVA PARA ELETRODUTO, EM ACO GALVANIZADO ELETROLITICO, DIAMETRO DE 50 MM (2"")"
122933	"LUVA PARA ELETRODUTO, EM ACO GALVANIZADO ELETROLITICO, DIAMETRO DE 65 MM (2 1/2"")"
122934	"LUVA PARA ELETRODUTO, EM ACO GALVANIZADO ELETROLITICO, DIAMETRO DE 80 MM (3"")"
122935	LUVA PARA TUBO PEX, METALICO, PARA CONEXAO COM ANEL DESLIZANTE, DN 16 MM
122936	LUVA PARA TUBO PEX, METALICO, PARA CONEXAO COM ANEL DESLIZANTE, DN 20 MM
122937	LUVA PARA TUBO PEX, METALICO, PARA CONEXAO COM ANEL DESLIZANTE, DN 25 MM
122938	LUVA PARA TUBO PEX, METALICO, PARA CONEXAO COM ANEL DESLIZANTE, DN 32 MM
122939	LUVA PARA TUBO PEX, PLASTICA, PARA CONEXAO COM CRIMPAGEM, DN 16 MM
122940	LUVA PARA TUBO PEX, PLASTICA, PARA CONEXAO COM CRIMPAGEM, DN 20 MM
122941	LUVA PARA TUBO PEX, PLASTICA, PARA CONEXAO COM CRIMPAGEM, DN 25 MM
122942	LUVA PARA TUBO PEX, PLASTICA, PARA CONEXAO COM CRIMPAGEM, DN 32 MM
122943	LUVA PASSANTE DE COBRE (REF 601) SEM ANEL DE SOLDA, BOLSA 15 MM
122944	LUVA PASSANTE DE COBRE (REF 601) SEM ANEL DE SOLDA, BOLSA 22 MM
122945	LUVA PASSANTE DE COBRE (REF 601) SEM ANEL DE SOLDA, BOLSA 28 MM
122946	LUVA PASSANTE DE COBRE (REF 601) SEM ANEL DE SOLDA, BOLSA 35 MM
122947	LUVA PASSANTE DE COBRE (REF 601) SEM ANEL DE SOLDA, BOLSA 42 MM
122948	LUVA PASSANTE DE COBRE (REF 601) SEM ANEL DE SOLDA, BOLSA 54 MM
122949	LUVA PASSANTE DE COBRE (REF 601) SEM ANEL DE SOLDA, BOLSA 66 MM
122950	LUVA PPR, SOLDAVEL, DN 110 MM, PARA AGUA QUENTE PREDIAL
122951	LUVA PPR, SOLDAVEL, DN 20 MM, PARA AGUA QUENTE PREDIAL
122952	LUVA PPR, SOLDAVEL, DN 25 MM, PARA AGUA QUENTE PREDIAL
122953	LUVA PPR, SOLDAVEL, DN 32 MM, PARA AGUA QUENTE PREDIAL
122954	LUVA PPR, SOLDAVEL, DN 40 MM, PARA AGUA QUENTE PREDIAL
122955	LUVA PPR, SOLDAVEL, DN 50 MM, PARA AGUA QUENTE PREDIAL
122956	LUVA PPR, SOLDAVEL, DN 63 MM, PARA AGUA QUENTE PREDIAL
122957	LUVA PPR, SOLDAVEL, DN 75 MM, PARA AGUA QUENTE PREDIAL
122958	LUVA PPR, SOLDAVEL, DN 90 MM, PARA AGUA QUENTE PREDIAL
122959	LUVA PVC SOLDAVEL, 110 MM, PARA AGUA FRIA PREDIAL
122960	LUVA PVC SOLDAVEL, 20 MM, PARA AGUA FRIA PREDIAL
122961	LUVA PVC SOLDAVEL, 25 MM, PARA AGUA FRIA PREDIAL
122962	LUVA PVC SOLDAVEL, 32 MM, PARA AGUA FRIA PREDIAL
122963	LUVA PVC SOLDAVEL, 40 MM, PARA AGUA FRIA PREDIAL
122964	LUVA PVC SOLDAVEL, 50 MM, PARA AGUA FRIA PREDIAL
122965	LUVA PVC SOLDAVEL, 60 MM, PARA AGUA FRIA PREDIAL
122966	LUVA PVC SOLDAVEL, 75 MM, PARA AGUA FRIA PREDIAL
122967	LUVA PVC SOLDAVEL, 85 MM, PARA AGUA FRIA PREDIAL
122968	"LUVA PVC, ROSCAVEL, 2 1/2"", AGUA FRIA PREDIAL"
122969	"LUVA PVC, ROSCAVEL, 1 1/2"", AGUA FRIA PREDIAL"
122970	"LUVA PVC, ROSCAVEL, 1 1/4"", AGUA FRIA PREDIAL"
122971	"LUVA PVC, ROSCAVEL, 2"", AGUA FRIA PREDIAL"
122972	"LUVA PVC, ROSCAVEL, 3"", AGUA FRIA PREDIAL"
122973	LUVA RASPA DE COURO, CANO CURTO (PUNHO *7* CM)
122974	"LUVA ROSCAVEL, PVC, 1/2"", AGUA FRIA PREDIAL"
122975	"LUVA ROSCAVEL, PVC, 1"", AGUA FRIA PREDIAL"
122976	"LUVA ROSCAVEL, PVC, 3/4"", AGUA FRIA PREDIAL"
122977	LUVA SIMPLES, PVC PBA, JE, DN 100 / DE 110 MM, PARA REDE AGUA (NBR 10351)
122978	LUVA SIMPLES, PVC PBA, JE, DN 50 / DE 60 MM, PARA REDE AGUA (NBR 10351)
122979	LUVA SIMPLES, PVC PBA, JE, DN 75 / DE 85 MM, PARA REDE AGUA (NBR 10351)
122980	LUVA SIMPLES, PVC SERIE R, 100 MM, PARA ESGOTO OU AGUAS PLUVIAIS PREDIAIS
122981	LUVA SIMPLES, PVC SERIE R, 150 MM, PARA ESGOTO OU AGUAS PLUVIAIS PREDIAIS
122982	LUVA SIMPLES, PVC SERIE R, 40 MM, PARA ESGOTO OU AGUAS PLUVIAIS PREDIAIS
122983	LUVA SIMPLES, PVC SERIE R, 50 MM, PARA ESGOTO OU AGUAS PLUVIAIS PREDIAIS
122984	LUVA SIMPLES, PVC SERIE R, 75 MM, PARA ESGOTO OU AGUAS PLUVIAIS PREDIAIS
122985	LUVA SIMPLES, PVC, SOLDAVEL, DN 100 MM, SERIE NORMAL, PARA ESGOTO PREDIAL
122986	LUVA SIMPLES, PVC, SOLDAVEL, DN 150 MM, SERIE NORMAL, PARA ESGOTO PREDIAL
122987	LUVA SIMPLES, PVC, SOLDAVEL, DN 40 MM, SERIE NORMAL, PARA ESGOTO PREDIAL
122988	LUVA SIMPLES, PVC, SOLDAVEL, DN 50 MM, SERIE NORMAL, PARA ESGOTO PREDIAL
122989	LUVA SIMPLES, PVC, SOLDAVEL, DN 75 MM, SERIE NORMAL, PARA ESGOTO PREDIAL
122990	"LUVA SOLDAVEL COM BUCHA DE LATAO, PVC, 20 MM X 1/2"""
122991	"LUVA SOLDAVEL COM BUCHA DE LATAO, PVC, 25 MM X 1/2"""
122992	"LUVA SOLDAVEL COM BUCHA DE LATAO, PVC, 25 MM X 3/4"""
122993	"LUVA SOLDAVEL COM BUCHA DE LATAO, PVC, 32 MM X 1"""
122994	"LUVA SOLDAVEL COM ROSCA, PVC, 20 MM X 1/2"", PARA AGUA FRIA PREDIAL"
122995	"LUVA SOLDAVEL COM ROSCA, PVC, 25 MM X 1/2"", PARA AGUA FRIA PREDIAL"
122996	"LUVA SOLDAVEL COM ROSCA, PVC, 25 MM X 3/4"", PARA AGUA FRIA PREDIAL"
122997	"LUVA SOLDAVEL COM ROSCA, PVC, 32 MM X 1"", PARA AGUA FRIA PREDIAL"
122998	"LUVA SOLDAVEL COM ROSCA, PVC, 40 MM X 1 1/4"", PARA AGUA FRIA PREDIAL"
122999	"LUVA SOLDAVEL COM ROSCA, PVC, 50 MM X 1 1/2"", PARA AGUA FRIA PREDIAL"
123000	LUVA, PEAD PE 100, DE 400 MM, PARA ELETROFUSAO
123001	LUVA, PEAD PE 100, DE 63 MM, PARA ELETROFUSAO
123002	LUVA, PEAD PE 100, DE 125 MM, PARA ELETROFUSAO
123003	LUVA, PEAD PE 100, DE 20 MM, PARA ELETROFUSAO
123004	LUVA, PEAD PE 100, DE 200 MM, PARA ELETROFUSAO
123005	LUVA, PEAD PE 100, DE 32 MM, PARA ELETROFUSAO
123006	MACANETA ALAVANCA RETA OCA, EM ZAMAC COM ACABAMENTO CROMADO, COMPRIMENTO APROX DE 15 CM
123007	MACANETA ALAVANCA, RETA SIMPLES / OCA, CROMADA, COMPRIMENTO DE 10 A 16 CM, ACABAMENTO PADRAO POPULAR - SOMENTE MACANETAS
123008	"MACANETA BOLA, EM ZAMAC COM ACABAMENTO CROMADO, DIAMETRO DE APROX 2 1/2"""
123009	MACARICO DE SOLDA 201 PARA EXTENSAO GLP OU ACETILENO
123010	MACARIQUEIRO
123011	MACARIQUEIRO (MENSALISTA)
123012	MADEIRA ROLICA TRATADA, D = 12 A 15 CM, H = 3,00 M, EM EUCALIPTO OU EQUIVALENTE DA REGIAO
123013	MADEIRA ROLICA TRATADA, D = 16 A 20 CM, H = 6,00 M, EM EUCALIPTO OU EQUIVALENTE DA REGIAO
123014	MADEIRA ROLICA TRATADA, D = 25 A 29 CM, H = 6,50 M, EM EUCALIPTO OU EQUIVALENTE DA REGIAO
123015	MADEIRA ROLICA TRATADA, D = 30 A 34 CM, H = 6,50 M, EM EUCALIPTO OU EQUIVALENTE DA REGIAO
123016	MADEIRA SERRADA EM PINUS, MISTA OU EQUIVALENTE DA REGIAO - BRUTA
123017	MANGOTE DE SEGURANCA EM RASPA DE COURO
123018	"MANGUEIRA CRISTAL PARA NIVEL, LISA, PVC TRANSPARENTE, 3/8"" X1,5 MM"
123019	"MANGUEIRA CRISTAL PARA NIVEL, LISA, PVC TRANSPARENTE, 5/16"" X1 MM"
123020	"MANGUEIRA CRISTAL TRANCADA, PVC COM REFORCO, COM PRESSAO DE TRABALHO (PT) 250 LBS/POL2, DE 3/4"" X *2,8* MM"
123021	"MANGUEIRA CRISTAL TRANCADA, PVC COM REFORCO, PRESSAO DE TRABALHO (PT) 250 LBS/POL2, DE 1"" X *3,4* MM"
